CustomerID,TransactionID,TransactionDate,Amount,ProductCategory,Age,Gender,Income,Location,PageVisits,TimeSpentOnSite,PurchaseCount
739,7533,2023-08-17,46.3,Home & Garden,19,Male,22715,Houston,30,18,3
544,3587,2023-09-10,84.35,Home & Garden,31,Female,119814,Houston,11,64,3
162,2229,2023-10-18,51.74,Electronics,28,Male,58007,Los Angeles,9,57,1
165,8042,2023-04-09,283.46,Clothing,40,Male,91408,Houston,7,54,5
253,4278,2024-01-23,390.09,Clothing,41,Female,58729,Los Angeles,23,50,8
306,2761,2023-10-13,455.17,Clothing,38,Female,84839,Los Angeles,20,103,10
44,2978,2023-06-10,159.64,Home & Garden,39,Male,95225,Los Angeles,14,16,3
944,8502,2023-08-23,308.72,Home & Garden,66,Male,123379,Chicago,7,97,9
230,5243,2023-04-15,474.32,Electronics,31,Male,75668,New York,24,26,9
403,2685,2024-03-08,139.68,Electronics,40,Male,134469,Chicago,8,33,1
660,1698,2023-08-14,127.53,Home & Garden,30,Male,28186,Los Angeles,18,17,6
287,2110,2023-06-01,86.7,Clothing,27,Female,48102,Houston,4,25,3
348,8134,2023-10-06,347.79,Clothing,47,Female,44476,Houston,5,65,4
772,9950,2023-08-13,25.99,Clothing,54,Female,30489,Houston,14,61,9
590,2052,2024-02-03,354.46,Clothing,73,Male,113658,Chicago,28,73,4
265,6707,2024-02-10,346.82,Clothing,60,Male,85746,Chicago,26,78,9
127,6985,2024-01-27,218.32,Home & Garden,64,Male,62740,Chicago,1,8,5
704,8170,2023-12-09,327.34,Clothing,47,Male,130852,Los Angeles,10,107,3
41,4453,2023-07-23,44.99,Electronics,62,Female,90964,Chicago,26,18,5
761,7071,2023-04-25,301.57,Home & Garden,59,Female,34831,Los Angeles,28,20,1
158,8921,2024-01-16,225.19,Clothing,51,Female,95523,Chicago,15,34,9
448,9215,2023-04-11,352.87,Clothing,50,Female,133907,Houston,29,90,8
570,3147,2024-01-24,224.5,Home & Garden,50,Male,142225,Los Angeles,24,51,9
368,4295,2023-08-27,445.82,Home & Garden,59,Female,26557,Houston,18,113,5
812,1311,2024-02-23,305.82,Electronics,77,Male,111563,Los Angeles,11,86,5
38,2755,2023-08-02,122.17,Home & Garden,31,Male,37636,Houston,8,118,7
907,7242,2023-09-06,499.79,Home & Garden,27,Female,101496,Houston,23,101,3
573,9380,2023-10-02,292.36,Electronics,22,Female,95916,Los Angeles,13,64,3
945,2401,2023-07-29,264.29,Clothing,53,Female,144911,New York,15,89,8
186,4548,2024-02-05,98.93,Home & Garden,75,Female,76773,Chicago,23,104,4
415,9542,2024-03-15,321.04,Clothing,51,Male,80032,New York,8,20,6
914,3696,2023-06-22,240.31,Clothing,65,Female,137775,Chicago,3,112,9
498,3650,2023-11-01,167.32,Electronics,27,Male,55853,Chicago,22,60,8
356,6373,2023-10-08,171.6,Home & Garden,74,Female,128923,Los Angeles,13,39,6
268,6143,2023-05-29,151.23,Clothing,59,Male,40256,Los Angeles,29,6,6
167,4640,2023-07-26,232.86,Clothing,51,Female,98136,Chicago,16,47,8
860,9339,2024-03-17,168.4,Clothing,20,Male,141981,Los Angeles,26,38,3
983,9139,2023-06-01,332.25,Home & Garden,36,Female,40395,New York,30,74,9
945,5789,2023-11-22,212.49,Electronics,77,Female,20214,Chicago,20,117,4
533,5702,2023-12-16,315.09,Clothing,54,Female,26441,New York,28,62,6
239,9308,2023-12-10,382.4,Electronics,30,Female,56992,New York,2,11,9
594,4056,2024-02-06,279.12,Clothing,62,Female,133964,Houston,26,95,6
434,2846,2023-06-29,441.61,Clothing,69,Male,124284,Houston,24,54,6
962,9531,2023-04-20,24.15,Home & Garden,28,Male,79567,Houston,15,104,3
119,4977,2023-06-16,357.79,Clothing,64,Male,127215,Houston,28,98,2
202,3231,2023-06-18,280.6,Electronics,72,Male,123661,New York,19,84,9
715,4569,2023-07-08,496.21,Electronics,35,Female,73749,Houston,6,14,7
388,8181,2024-02-12,474.06,Home & Garden,67,Male,31862,Chicago,5,56,8
516,2850,2023-06-19,254.2,Home & Garden,55,Female,97994,Houston,16,71,3
693,8348,2024-03-18,259.35,Clothing,58,Female,78977,Los Angeles,21,30,4
130,6898,2023-05-31,419.01,Clothing,65,Male,77437,New York,22,5,5
647,7694,2024-02-20,233.83,Electronics,80,Female,134270,Los Angeles,15,16,7
879,9162,2023-08-11,103.4,Home & Garden,58,Male,86400,Los Angeles,5,108,4
669,8871,2023-06-07,433.37,Clothing,28,Female,83708,Houston,14,48,7
470,6808,2023-05-01,176.54,Home & Garden,33,Female,30762,Houston,26,36,7
210,3233,2023-10-06,412.07,Clothing,46,Female,130213,Chicago,20,105,5
55,7563,2023-08-19,420.36,Home & Garden,34,Female,53162,Los Angeles,18,61,10
836,8083,2023-04-25,433.98,Clothing,47,Female,129565,New York,9,83,3
804,3389,2023-04-03,179.11,Home & Garden,21,Female,46624,Houston,29,35,5
920,7414,2023-07-09,233.12,Clothing,52,Male,109201,Houston,16,73,1
632,9298,2024-02-21,490.58,Electronics,31,Female,136963,Los Angeles,27,118,1
884,9308,2023-04-06,124.45,Clothing,31,Male,32671,Chicago,8,47,1
260,8492,2023-05-08,165.91,Clothing,60,Female,144453,Chicago,30,113,7
555,8275,2023-09-04,199.18,Home & Garden,54,Male,117402,Los Angeles,22,115,5
326,3656,2023-12-17,252.71,Electronics,23,Male,124199,Houston,18,96,1
965,3227,2023-07-29,256.12,Home & Garden,22,Female,41964,Los Angeles,24,24,1
984,3141,2023-08-15,436.15,Clothing,49,Male,75041,Chicago,26,52,1
161,1841,2024-01-22,267.72,Clothing,48,Male,23598,Chicago,27,65,4
222,2499,2023-10-02,364.0,Clothing,29,Male,142220,Los Angeles,16,8,9
164,4929,2023-06-26,46.67,Clothing,70,Female,139136,Chicago,20,81,10
190,7450,2023-05-24,315.4,Clothing,36,Male,148065,Los Angeles,27,11,7
441,6586,2023-06-01,427.36,Home & Garden,54,Female,101364,Los Angeles,3,69,6
44,6383,2024-03-03,477.53,Home & Garden,45,Female,37303,New York,23,94,5
788,4546,2023-05-09,437.47,Electronics,18,Male,25452,New York,19,81,8
186,8891,2023-04-04,125.04,Home & Garden,78,Female,99826,New York,12,113,2
82,4461,2023-12-13,498.74,Home & Garden,21,Male,51737,Los Angeles,6,49,10
870,5838,2023-10-22,222.65,Electronics,57,Male,95540,Chicago,24,71,6
64,8103,2024-01-29,227.4,Home & Garden,51,Female,133981,Houston,2,39,9
481,5232,2023-07-31,452.68,Electronics,24,Female,87528,Chicago,24,37,5
391,4024,2023-06-14,400.11,Clothing,30,Female,36799,Los Angeles,3,43,8
221,8860,2023-06-16,193.67,Electronics,36,Male,122176,Chicago,20,61,10
553,8620,2024-02-20,270.27,Home & Garden,31,Male,40467,Los Angeles,29,110,9
485,1595,2024-03-10,93.29,Electronics,32,Female,28802,Chicago,11,14,3
324,8187,2024-02-28,313.66,Electronics,63,Female,94712,New York,3,108,6
118,5484,2023-05-19,457.29,Electronics,77,Male,105086,Chicago,19,43,8
891,5819,2023-06-12,235.96,Clothing,57,Female,48596,Chicago,29,31,5
270,9006,2024-02-04,135.11,Electronics,34,Female,93931,Chicago,2,116,7
257,3939,2023-12-02,451.59,Home & Garden,71,Male,128948,New York,18,25,5
867,9798,2023-05-10,46.19,Clothing,51,Female,141501,Houston,22,85,6
672,8147,2023-08-09,323.08,Clothing,55,Female,66354,New York,9,89,6
83,5978,2023-07-28,233.85,Clothing,19,Male,66575,Houston,1,59,7
606,7897,2023-04-19,499.69,Clothing,79,Male,109867,Houston,28,106,7
765,2331,2023-07-02,126.23,Home & Garden,76,Female,130646,Houston,19,102,1
837,6054,2023-04-09,291.66,Home & Garden,44,Female,51322,Houston,12,37,1
585,7476,2023-12-10,20.75,Home & Garden,39,Female,107455,Los Angeles,6,23,5
466,9167,2024-02-17,144.5,Home & Garden,76,Male,67677,Houston,28,22,2
292,1812,2024-02-23,456.2,Home & Garden,42,Female,66893,Los Angeles,17,26,1
220,8937,2024-03-01,418.09,Clothing,40,Male,27601,Houston,8,92,6
