transaction_id,product_id,product_name,category,quantity,unit_price,total_price,customer_id,timestamp,region
31,5005,Sunglasses,Fashion,3,30,90,103,2024-03-12 06:30:31,North
32,3003,Headphones,Electronics,10,100,1000,192,2023-05-30 06:30:31,North
33,1001,Laptop,Electronics,3,800,2400,140,2023-11-15 06:30:31,South
34,4004,Sneakers,Fashion,8,50,400,112,2023-11-04 06:30:31,East
35,2002,Smartphone,Electronics,10,500,5000,121,2023-06-14 06:30:31,West
36,3003,Headphones,Electronics,7,100,700,111,2023-04-25 06:30:31,East
37,3003,Headphones,Electronics,2,100,200,186,2024-02-03 06:30:31,West
38,1001,Laptop,Electronics,7,800,5600,145,2023-08-11 06:30:31,West
39,1001,Laptop,Electronics,4,800,3200,171,2023-05-24 06:30:31,North
40,6006,T-shirt,Fashion,8,20,160,165,2023-06-23 06:30:31,North
41,6006,T-shirt,Fashion,10,20,200,156,2023-06-08 06:30:31,West
42,4004,Sneakers,Fashion,3,50,150,147,2024-02-25 06:30:31,South
43,2002,Smartphone,Electronics,7,500,3500,101,2023-03-28 06:30:31,South
44,1001,Laptop,Electronics,8,800,6400,178,2023-06-12 06:30:31,West
45,4004,Sneakers,Fashion,6,50,300,126,2023-06-04 06:30:31,South
46,3003,Headphones,Electronics,1,100,100,151,2023-09-13 06:30:31,South
47,2002,Smartphone,Electronics,4,500,2000,192,2024-03-13 06:30:31,North
48,6006,T-shirt,Fashion,8,20,160,143,2023-05-27 06:30:31,East
49,4004,Sneakers,Fashion,4,50,200,104,2023-04-25 06:30:31,West
50,2002,Smartphone,Electronics,7,500,3500,115,2024-01-29 06:30:31,West
51,1001,Laptop,Electronics,10,800,8000,133,2023-06-21 06:30:31,West
52,5005,Sunglasses,Fashion,10,30,300,137,2023-04-28 06:30:31,West
53,3003,Headphones,Electronics,6,100,600,125,2023-12-10 06:30:31,North
54,3003,Headphones,Electronics,6,100,600,167,2023-04-08 06:30:31,East
55,5005,Sunglasses,Fashion,10,30,300,188,2024-02-27 06:30:31,East
56,2002,Smartphone,Electronics,6,500,3000,170,2023-09-03 06:30:31,North
57,1001,Laptop,Electronics,4,800,3200,160,2023-11-02 06:30:31,West
58,6006,T-shirt,Fashion,4,20,80,133,2023-06-03 06:30:31,North
59,5005,Sunglasses,Fashion,3,30,90,169,2023-06-07 06:30:31,South
60,3003,Headphones,Electronics,1,100,100,136,2023-06-03 06:30:31,East
61,1001,Laptop,Electronics,5,800,4000,127,2023-04-19 06:30:31,South
62,1001,Laptop,Electronics,8,800,6400,105,2023-07-05 06:30:31,West
63,4004,Sneakers,Fashion,4,50,200,176,2023-07-06 06:30:31,West
64,4004,Sneakers,Fashion,2,50,100,146,2024-01-18 06:30:31,West
65,1001,Laptop,Electronics,6,800,4800,196,2023-06-30 06:30:31,North
66,6006,T-shirt,Fashion,2,20,40,195,2023-03-22 06:30:31,East
67,4004,Sneakers,Fashion,6,50,300,164,2023-09-01 06:30:31,South
68,3003,Headphones,Electronics,1,100,100,149,2023-09-03 06:30:31,West
69,3003,Headphones,Electronics,9,100,900,194,2023-08-06 06:30:31,East
70,6006,T-shirt,Fashion,2,20,40,101,2023-12-20 06:30:31,North
71,5005,Sunglasses,Fashion,4,30,120,151,2023-12-04 06:30:31,South
72,6006,T-shirt,Fashion,7,20,140,187,2023-03-21 06:30:31,South
73,3003,Headphones,Electronics,6,100,600,161,2024-03-16 06:30:31,East
74,5005,Sunglasses,Fashion,7,30,210,147,2023-10-17 06:30:31,East
75,4004,Sneakers,Fashion,4,50,200,138,2024-01-14 06:30:31,North
76,4004,Sneakers,Fashion,2,50,100,131,2023-11-13 06:30:31,South
77,2002,Smartphone,Electronics,10,500,5000,160,2023-12-30 06:30:31,East
78,2002,Smartphone,Electronics,7,500,3500,112,2023-11-23 06:30:31,East
79,6006,T-shirt,Fashion,5,20,100,144,2023-06-28 06:30:31,East
80,3003,Headphones,Electronics,7,100,700,188,2023-11-06 06:30:31,West
81,4004,Sneakers,Fashion,9,50,450,189,2023-08-08 06:30:31,North
82,3003,Headphones,Electronics,4,100,400,129,2023-10-24 06:30:31,West
83,2002,Smartphone,Electronics,5,500,2500,187,2023-04-26 06:30:31,West
84,2002,Smartphone,Electronics,8,500,4000,135,2024-03-04 06:30:31,West
85,5005,Sunglasses,Fashion,1,30,30,108,2023-04-20 06:30:31,North
86,6006,T-shirt,Fashion,5,20,100,152,2023-07-29 06:30:31,North
87,2002,Smartphone,Electronics,6,500,3000,150,2023-11-05 06:30:31,West
88,4004,Sneakers,Fashion,6,50,300,198,2023-04-01 06:30:31,West
89,2002,Smartphone,Electronics,10,500,5000,186,2023-07-13 06:30:31,West
90,6006,T-shirt,Fashion,2,20,40,146,2024-01-26 06:30:31,West
91,4004,Sneakers,Fashion,2,50,100,200,2023-10-31 06:30:31,West
92,4004,Sneakers,Fashion,4,50,200,171,2023-10-16 06:30:31,East
93,5005,Sunglasses,Fashion,6,30,180,121,2023-10-07 06:30:31,East
94,1001,Laptop,Electronics,7,800,5600,189,2023-05-17 06:30:31,South
95,5005,Sunglasses,Fashion,4,30,120,148,2023-08-04 06:30:31,East
96,3003,Headphones,Electronics,2,100,200,193,2023-11-25 06:30:31,South
97,4004,Sneakers,Fashion,6,50,300,175,2023-04-08 06:30:31,South
98,3003,Headphones,Electronics,10,100,1000,143,2023-07-10 06:30:31,East
99,1001,Laptop,Electronics,1,800,800,131,2024-01-03 06:30:31,West
100,5005,Sunglasses,Fashion,1,30,30,191,2023-03-26 06:30:31,South
101,4004,Sneakers,Fashion,3,50,150,130,2023-11-01 06:30:31,North
102,4004,Sneakers,Fashion,8,50,400,154,2023-06-30 06:30:31,East
103,5005,Sunglasses,Fashion,2,30,60,171,2023-11-09 06:30:31,East
104,2002,Smartphone,Electronics,9,500,4500,182,2024-02-17 06:30:31,North
105,2002,Smartphone,Electronics,6,500,3000,125,2024-01-08 06:30:31,West
106,1001,Laptop,Electronics,9,800,7200,130,2023-05-10 06:30:31,West
107,4004,Sneakers,Fashion,4,50,200,195,2023-05-21 06:30:31,West
108,6006,T-shirt,Fashion,6,20,120,133,2024-02-29 06:30:31,South
109,5005,Sunglasses,Fashion,2,30,60,141,2024-01-10 06:30:31,West
110,4004,Sneakers,Fashion,4,50,200,138,2023-08-21 06:30:31,South
111,2002,Smartphone,Electronics,5,500,2500,188,2023-06-05 06:30:31,South
112,6006,T-shirt,Fashion,6,20,120,187,2023-05-22 06:30:31,North
113,1001,Laptop,Electronics,7,800,5600,190,2023-03-25 06:30:31,South
114,6006,T-shirt,Fashion,8,20,160,188,2023-04-24 06:30:31,East
115,6006,T-shirt,Fashion,10,20,200,147,2024-01-26 06:30:31,South
116,6006,T-shirt,Fashion,5,20,100,117,2023-10-02 06:30:31,East
117,4004,Sneakers,Fashion,7,50,350,106,2023-09-20 06:30:31,East
118,6006,T-shirt,Fashion,6,20,120,106,2023-08-26 06:30:31,East
119,1001,Laptop,Electronics,7,800,5600,200,2024-01-21 06:30:31,North
120,3003,Headphones,Electronics,4,100,400,175,2023-11-23 06:30:31,West
121,3003,Headphones,Electronics,1,100,100,112,2023-12-12 06:30:31,East
122,5005,Sunglasses,Fashion,5,30,150,164,2024-01-05 06:30:31,West
123,4004,Sneakers,Fashion,10,50,500,132,2023-05-09 06:30:31,North
124,3003,Headphones,Electronics,5,100,500,169,2024-01-10 06:30:31,South
125,6006,T-shirt,Fashion,10,20,200,150,2023-08-20 06:30:31,West
126,6006,T-shirt,Fashion,10,20,200,128,2023-08-21 06:30:31,North
127,1001,Laptop,Electronics,1,800,800,114,2023-08-19 06:30:31,North
128,1001,Laptop,Electronics,7,800,5600,157,2023-06-28 06:30:31,North
129,5005,Sunglasses,Fashion,4,30,120,118,2023-05-09 06:30:31,East
130,1001,Laptop,Electronics,2,800,1600,176,2023-11-28 06:30:31,North
131,5005,Sunglasses,Fashion,4,30,120,166,2024-03-09 06:30:31,East
132,4004,Sneakers,Fashion,10,50,500,168,2023-11-29 06:30:31,North
133,1001,Laptop,Electronics,1,800,800,164,2023-11-10 06:30:31,South
134,2002,Smartphone,Electronics,10,500,5000,194,2024-01-04 06:30:31,South
135,5005,Sunglasses,Fashion,9,30,270,123,2023-09-19 06:30:31,East
136,5005,Sunglasses,Fashion,3,30,90,185,2023-04-24 06:30:31,West
137,2002,Smartphone,Electronics,5,500,2500,180,2023-06-15 06:30:31,North
138,6006,T-shirt,Fashion,6,20,120,125,2023-05-12 06:30:31,North
139,5005,Sunglasses,Fashion,2,30,60,112,2024-01-30 06:30:31,East
140,6006,T-shirt,Fashion,8,20,160,112,2024-03-06 06:30:31,West
141,4004,Sneakers,Fashion,9,50,450,172,2024-02-17 06:30:31,West
142,5005,Sunglasses,Fashion,10,30,300,128,2024-01-04 06:30:31,East
143,5005,Sunglasses,Fashion,7,30,210,145,2023-04-23 06:30:31,West
144,3003,Headphones,Electronics,10,100,1000,171,2024-01-20 06:30:31,North
145,2002,Smartphone,Electronics,6,500,3000,118,2023-05-02 06:30:31,North
146,4004,Sneakers,Fashion,9,50,450,141,2023-06-23 06:30:31,North
147,5005,Sunglasses,Fashion,9,30,270,174,2023-07-01 06:30:31,North
148,1001,Laptop,Electronics,4,800,3200,196,2024-02-22 06:30:31,East
149,1001,Laptop,Electronics,7,800,5600,135,2023-12-13 06:30:31,West
150,5005,Sunglasses,Fashion,6,30,180,174,2023-09-02 06:30:31,South
151,3003,Headphones,Electronics,10,100,1000,195,2023-08-31 06:30:31,North
152,5005,Sunglasses,Fashion,5,30,150,150,2024-01-12 06:30:31,West
153,5005,Sunglasses,Fashion,7,30,210,140,2023-10-05 06:30:31,North
154,2002,Smartphone,Electronics,3,500,1500,103,2023-10-17 06:30:31,East
155,1001,Laptop,Electronics,6,800,4800,128,2023-08-09 06:30:31,East
156,4004,Sneakers,Fashion,3,50,150,146,2024-02-14 06:30:31,South
157,2002,Smartphone,Electronics,1,500,500,124,2023-09-12 06:30:31,West
158,5005,Sunglasses,Fashion,10,30,300,156,2023-09-03 06:30:31,North
159,6006,T-shirt,Fashion,7,20,140,146,2023-10-03 06:30:31,South
160,5005,Sunglasses,Fashion,7,30,210,101,2024-02-01 06:30:31,East
161,2002,Smartphone,Electronics,1,500,500,150,2023-07-23 06:30:31,East
162,6006,T-shirt,Fashion,4,20,80,132,2024-01-17 06:30:31,West
163,2002,Smartphone,Electronics,2,500,1000,194,2024-01-06 06:30:31,South
164,5005,Sunglasses,Fashion,2,30,60,185,2023-05-09 06:30:31,North
165,6006,T-shirt,Fashion,3,20,60,149,2023-08-24 06:30:31,West
166,5005,Sunglasses,Fashion,9,30,270,169,2024-02-20 06:30:31,East
167,6006,T-shirt,Fashion,4,20,80,177,2023-04-10 06:30:31,North
168,3003,Headphones,Electronics,7,100,700,192,2023-08-03 06:30:31,North
169,5005,Sunglasses,Fashion,9,30,270,144,2023-10-31 06:30:31,South
170,5005,Sunglasses,Fashion,2,30,60,137,2024-03-17 06:30:31,East
171,3003,Headphones,Electronics,6,100,600,180,2023-07-20 06:30:31,South
172,1001,Laptop,Electronics,4,800,3200,125,2023-09-15 06:30:31,South
173,2002,Smartphone,Electronics,4,500,2000,172,2023-06-23 06:30:31,West
174,5005,Sunglasses,Fashion,5,30,150,124,2023-04-17 06:30:31,North
175,2002,Smartphone,Electronics,8,500,4000,113,2023-06-04 06:30:31,East
176,5005,Sunglasses,Fashion,4,30,120,104,2024-02-07 06:30:31,West
177,6006,T-shirt,Fashion,8,20,160,152,2023-06-27 06:30:31,East
178,4004,Sneakers,Fashion,3,50,150,122,2023-12-29 06:30:31,East
179,4004,Sneakers,Fashion,4,50,200,102,2023-06-19 06:30:31,West
180,6006,T-shirt,Fashion,1,20,20,193,2023-11-02 06:30:31,South
181,2002,Smartphone,Electronics,4,500,2000,140,2023-06-24 06:30:31,North
182,5005,Sunglasses,Fashion,1,30,30,167,2023-06-14 06:30:31,East
183,4004,Sneakers,Fashion,2,50,100,105,2023-04-03 06:30:31,West
184,6006,T-shirt,Fashion,8,20,160,121,2023-07-23 06:30:31,South
185,2002,Smartphone,Electronics,3,500,1500,172,2023-12-24 06:30:31,North
186,3003,Headphones,Electronics,1,100,100,199,2023-07-12 06:30:31,North
187,6006,T-shirt,Fashion,3,20,60,147,2023-06-06 06:30:31,East
188,4004,Sneakers,Fashion,9,50,450,155,2023-07-29 06:30:31,North
189,5005,Sunglasses,Fashion,3,30,90,179,2023-10-20 06:30:31,South
190,4004,Sneakers,Fashion,5,50,250,106,2023-10-02 06:30:31,North
191,3003,Headphones,Electronics,2,100,200,158,2023-11-03 06:30:31,South
192,6006,T-shirt,Fashion,2,20,40,120,2023-07-28 06:30:31,East
193,3003,Headphones,Electronics,6,100,600,141,2023-12-01 06:30:31,South
194,6006,T-shirt,Fashion,4,20,80,167,2023-07-05 06:30:31,West
195,6006,T-shirt,Fashion,7,20,140,173,2024-03-03 06:30:31,North
196,4004,Sneakers,Fashion,8,50,400,154,2024-01-28 06:30:31,East
197,3003,Headphones,Electronics,7,100,700,166,2023-08-17 06:30:31,West
198,1001,Laptop,Electronics,5,800,4000,166,2023-10-01 06:30:31,West
199,2002,Smartphone,Electronics,8,500,4000,195,2023-09-09 06:30:31,East
200,5005,Sunglasses,Fashion,9,30,270,166,2023-05-18 06:30:31,South
201,2002,Smartphone,Electronics,5,500,2500,175,2024-01-25 06:30:31,West
202,2002,Smartphone,Electronics,8,500,4000,195,2023-09-06 06:30:31,North
203,4004,Sneakers,Fashion,10,50,500,162,2023-11-28 06:30:31,South
204,6006,T-shirt,Fashion,5,20,100,177,2024-02-22 06:30:31,East
205,6006,T-shirt,Fashion,2,20,40,192,2024-01-25 06:30:31,North
206,4004,Sneakers,Fashion,2,50,100,127,2023-12-18 06:30:31,South
207,1001,Laptop,Electronics,2,800,1600,140,2023-09-22 06:30:31,South
208,2002,Smartphone,Electronics,5,500,2500,178,2023-09-11 06:30:31,East
209,4004,Sneakers,Fashion,8,50,400,134,2024-01-15 06:30:31,West
210,3003,Headphones,Electronics,1,100,100,146,2023-05-14 06:30:31,South
211,3003,Headphones,Electronics,2,100,200,192,2023-10-05 06:30:31,South
212,3003,Headphones,Electronics,5,100,500,114,2024-01-23 06:30:31,South
213,3003,Headphones,Electronics,10,100,1000,146,2023-12-30 06:30:31,North
214,3003,Headphones,Electronics,5,100,500,123,2023-06-28 06:30:31,South
215,6006,T-shirt,Fashion,6,20,120,182,2024-01-03 06:30:31,North
216,5005,Sunglasses,Fashion,5,30,150,110,2023-04-15 06:30:31,West
217,6006,T-shirt,Fashion,6,20,120,127,2023-12-10 06:30:31,South
218,1001,Laptop,Electronics,4,800,3200,110,2023-10-04 06:30:31,West
219,2002,Smartphone,Electronics,9,500,4500,121,2023-07-08 06:30:31,East
220,6006,T-shirt,Fashion,10,20,200,125,2024-02-06 06:30:31,East
221,1001,Laptop,Electronics,9,800,7200,176,2023-03-24 06:30:31,West
222,5005,Sunglasses,Fashion,8,30,240,165,2023-05-06 06:30:31,West
223,1001,Laptop,Electronics,7,800,5600,138,2023-03-21 06:30:31,West
224,1001,Laptop,Electronics,1,800,800,112,2023-08-29 06:30:31,West
225,6006,T-shirt,Fashion,4,20,80,200,2024-01-30 06:30:31,West
226,3003,Headphones,Electronics,9,100,900,150,2023-04-19 06:30:31,North
227,2002,Smartphone,Electronics,6,500,3000,124,2024-02-01 06:30:31,West
228,4004,Sneakers,Fashion,8,50,400,115,2023-08-23 06:30:31,West
229,5005,Sunglasses,Fashion,10,30,300,146,2023-05-07 06:30:31,North
230,1001,Laptop,Electronics,10,800,8000,110,2024-02-05 06:30:31,West
231,1001,Laptop,Electronics,4,800,3200,119,2024-02-28 06:30:31,North
232,2002,Smartphone,Electronics,4,500,2000,109,2023-06-02 06:30:31,East
233,3003,Headphones,Electronics,1,100,100,159,2023-11-06 06:30:31,North
234,4004,Sneakers,Fashion,1,50,50,117,2023-09-21 06:30:31,West
235,6006,T-shirt,Fashion,10,20,200,184,2023-08-31 06:30:31,West
236,6006,T-shirt,Fashion,2,20,40,189,2023-06-09 06:30:31,East
237,3003,Headphones,Electronics,6,100,600,139,2023-08-11 06:30:31,South
238,3003,Headphones,Electronics,6,100,600,159,2023-08-09 06:30:31,West
239,5005,Sunglasses,Fashion,1,30,30,119,2023-10-24 06:30:31,East
240,4004,Sneakers,Fashion,7,50,350,196,2023-09-02 06:30:31,North
241,1001,Laptop,Electronics,7,800,5600,132,2023-07-03 06:30:31,West
242,3003,Headphones,Electronics,2,100,200,136,2023-12-07 06:30:31,East
243,1001,Laptop,Electronics,10,800,8000,143,2024-01-28 06:30:31,South
244,2002,Smartphone,Electronics,8,500,4000,115,2023-08-24 06:30:31,South
245,2002,Smartphone,Electronics,3,500,1500,129,2023-12-07 06:30:31,South
246,1001,Laptop,Electronics,1,800,800,180,2023-08-13 06:30:31,South
247,4004,Sneakers,Fashion,1,50,50,171,2023-11-30 06:30:31,South
248,1001,Laptop,Electronics,7,800,5600,119,2023-10-14 06:30:31,North
249,6006,T-shirt,Fashion,8,20,160,192,2024-01-22 06:30:31,North
250,6006,T-shirt,Fashion,2,20,40,172,2023-11-19 06:30:31,East
251,6006,T-shirt,Fashion,3,20,60,149,2023-03-28 06:30:31,East
252,5005,Sunglasses,Fashion,7,30,210,142,2023-10-02 06:30:31,East
253,1001,Laptop,Electronics,8,800,6400,113,2024-01-03 06:30:31,East
254,2002,Smartphone,Electronics,10,500,5000,197,2023-03-31 06:30:31,East
255,5005,Sunglasses,Fashion,8,30,240,190,2024-01-13 06:30:31,West
256,2002,Smartphone,Electronics,4,500,2000,199,2024-02-28 06:30:31,West
257,6006,T-shirt,Fashion,3,20,60,102,2023-08-14 06:30:31,East
258,5005,Sunglasses,Fashion,1,30,30,145,2024-02-15 06:30:31,West
259,3003,Headphones,Electronics,4,100,400,186,2024-01-13 06:30:31,East
260,4004,Sneakers,Fashion,3,50,150,102,2024-01-24 06:30:31,North
261,6006,T-shirt,Fashion,2,20,40,188,2024-03-19 06:30:31,West
262,5005,Sunglasses,Fashion,8,30,240,152,2024-02-18 06:30:31,South
263,6006,T-shirt,Fashion,1,20,20,123,2024-01-21 06:30:31,South
264,2002,Smartphone,Electronics,7,500,3500,137,2023-04-02 06:30:31,West
265,1001,Laptop,Electronics,6,800,4800,169,2024-03-11 06:30:31,North
266,1001,Laptop,Electronics,7,800,5600,143,2023-10-18 06:30:31,North
267,1001,Laptop,Electronics,1,800,800,122,2023-10-27 06:30:31,South
268,3003,Headphones,Electronics,5,100,500,188,2023-06-12 06:30:31,East
269,6006,T-shirt,Fashion,2,20,40,150,2023-06-16 06:30:31,East
270,2002,Smartphone,Electronics,6,500,3000,119,2023-05-22 06:30:31,East
271,1001,Laptop,Electronics,5,800,4000,128,2023-09-06 06:30:31,East
272,1001,Laptop,Electronics,8,800,6400,107,2023-04-16 06:30:31,South
273,5005,Sunglasses,Fashion,2,30,60,175,2023-08-09 06:30:31,East
274,4004,Sneakers,Fashion,2,50,100,127,2024-01-24 06:30:31,East
275,3003,Headphones,Electronics,10,100,1000,167,2024-03-18 06:30:31,North
276,3003,Headphones,Electronics,10,100,1000,199,2024-01-08 06:30:31,West
277,3003,Headphones,Electronics,8,100,800,112,2023-06-09 06:30:31,East
278,5005,Sunglasses,Fashion,6,30,180,127,2023-11-08 06:30:31,South
279,1001,Laptop,Electronics,2,800,1600,103,2023-05-31 06:30:31,South
280,1001,Laptop,Electronics,5,800,4000,155,2023-05-13 06:30:31,East
281,1001,Laptop,Electronics,7,800,5600,103,2023-10-08 06:30:31,South
282,4004,Sneakers,Fashion,1,50,50,162,2023-10-17 06:30:31,North
283,6006,T-shirt,Fashion,4,20,80,141,2023-09-10 06:30:31,South
284,5005,Sunglasses,Fashion,4,30,120,150,2023-12-31 06:30:31,East
285,1001,Laptop,Electronics,6,800,4800,140,2023-09-29 06:30:31,South
286,4004,Sneakers,Fashion,7,50,350,173,2024-01-07 06:30:31,West
287,3003,Headphones,Electronics,1,100,100,177,2023-04-26 06:30:31,South
288,6006,T-shirt,Fashion,9,20,180,142,2023-04-19 06:30:31,South
289,6006,T-shirt,Fashion,6,20,120,135,2023-04-04 06:30:31,North
290,4004,Sneakers,Fashion,1,50,50,187,2023-09-04 06:30:31,East
291,4004,Sneakers,Fashion,5,50,250,123,2023-05-28 06:30:31,East
292,1001,Laptop,Electronics,4,800,3200,157,2023-08-19 06:30:31,North
293,3003,Headphones,Electronics,2,100,200,133,2024-02-19 06:30:31,North
294,1001,Laptop,Electronics,7,800,5600,159,2023-05-17 06:30:31,North
295,4004,Sneakers,Fashion,5,50,250,197,2023-07-09 06:30:31,South
296,5005,Sunglasses,Fashion,2,30,60,184,2023-05-22 06:30:31,North
297,1001,Laptop,Electronics,2,800,1600,119,2023-08-03 06:30:31,East
298,4004,Sneakers,Fashion,10,50,500,182,2023-11-10 06:30:31,South
299,4004,Sneakers,Fashion,6,50,300,124,2024-01-08 06:30:31,East
300,2002,Smartphone,Electronics,3,500,1500,130,2024-03-19 06:30:31,South
301,6006,T-shirt,Fashion,9,20,180,103,2023-09-07 06:30:31,North
302,2002,Smartphone,Electronics,3,500,1500,135,2023-08-10 06:30:31,South
303,1001,Laptop,Electronics,1,800,800,130,2023-07-21 06:30:31,East
304,6006,T-shirt,Fashion,2,20,40,118,2023-05-29 06:30:31,South
305,1001,Laptop,Electronics,10,800,8000,132,2023-08-23 06:30:31,East
306,6006,T-shirt,Fashion,5,20,100,150,2023-09-25 06:30:31,West
307,4004,Sneakers,Fashion,4,50,200,200,2023-04-02 06:30:31,West
308,5005,Sunglasses,Fashion,9,30,270,164,2023-06-04 06:30:31,West
309,4004,Sneakers,Fashion,4,50,200,181,2024-01-04 06:30:31,West
310,5005,Sunglasses,Fashion,7,30,210,181,2023-07-27 06:30:31,East
311,1001,Laptop,Electronics,5,800,4000,142,2024-03-08 06:30:31,West
312,3003,Headphones,Electronics,3,100,300,136,2023-04-18 06:30:31,South
313,3003,Headphones,Electronics,10,100,1000,158,2023-11-04 06:30:31,West
314,6006,T-shirt,Fashion,6,20,120,150,2023-05-19 06:30:31,North
315,5005,Sunglasses,Fashion,9,30,270,115,2023-10-25 06:30:31,North
316,6006,T-shirt,Fashion,3,20,60,118,2024-03-10 06:30:31,South
317,2002,Smartphone,Electronics,2,500,1000,195,2023-03-28 06:30:31,East
318,3003,Headphones,Electronics,5,100,500,197,2024-01-25 06:30:31,West
319,4004,Sneakers,Fashion,10,50,500,115,2023-05-24 06:30:31,North
320,5005,Sunglasses,Fashion,2,30,60,171,2024-01-04 06:30:31,West
321,3003,Headphones,Electronics,1,100,100,149,2023-10-18 06:30:31,South
322,1001,Laptop,Electronics,7,800,5600,179,2023-06-04 06:30:31,West
323,3003,Headphones,Electronics,2,100,200,171,2024-02-22 06:30:31,North
324,4004,Sneakers,Fashion,10,50,500,195,2024-01-30 06:30:31,South
325,3003,Headphones,Electronics,9,100,900,106,2023-11-09 06:30:31,West
326,3003,Headphones,Electronics,1,100,100,111,2023-03-27 06:30:31,South
327,5005,Sunglasses,Fashion,2,30,60,109,2023-08-30 06:30:31,South
328,5005,Sunglasses,Fashion,10,30,300,136,2023-12-24 06:30:31,South
329,2002,Smartphone,Electronics,6,500,3000,161,2024-01-04 06:30:31,East
330,3003,Headphones,Electronics,7,100,700,200,2023-12-06 06:30:31,East
331,1001,Laptop,Electronics,8,800,6400,191,2023-07-23 06:30:31,East
332,3003,Headphones,Electronics,9,100,900,195,2024-01-25 06:30:31,East
333,4004,Sneakers,Fashion,9,50,450,161,2023-12-25 06:30:31,North
334,2002,Smartphone,Electronics,5,500,2500,170,2023-10-21 06:30:31,North
335,4004,Sneakers,Fashion,8,50,400,116,2024-03-03 06:30:31,North
336,1001,Laptop,Electronics,6,800,4800,200,2024-02-01 06:30:31,East
337,4004,Sneakers,Fashion,10,50,500,182,2023-04-26 06:30:31,West
338,5005,Sunglasses,Fashion,10,30,300,129,2024-01-06 06:30:31,East
339,6006,T-shirt,Fashion,4,20,80,150,2023-07-23 06:30:31,West
340,5005,Sunglasses,Fashion,3,30,90,119,2023-12-23 06:30:31,North
341,4004,Sneakers,Fashion,6,50,300,180,2023-04-22 06:30:31,East
342,4004,Sneakers,Fashion,3,50,150,192,2023-06-05 06:30:31,West
343,2002,Smartphone,Electronics,5,500,2500,180,2023-04-02 06:30:31,North
344,3003,Headphones,Electronics,8,100,800,166,2023-04-13 06:30:31,West
345,6006,T-shirt,Fashion,1,20,20,103,2024-03-06 06:30:31,West
346,5005,Sunglasses,Fashion,8,30,240,127,2023-07-01 06:30:31,West
347,5005,Sunglasses,Fashion,2,30,60,199,2023-04-01 06:30:31,East
348,1001,Laptop,Electronics,1,800,800,142,2024-02-15 06:30:31,East
349,4004,Sneakers,Fashion,4,50,200,145,2023-10-31 06:30:31,West
350,5005,Sunglasses,Fashion,8,30,240,142,2023-09-26 06:30:31,East
351,4004,Sneakers,Fashion,7,50,350,155,2024-03-13 06:30:31,North
352,1001,Laptop,Electronics,2,800,1600,107,2023-06-28 06:30:31,West
353,5005,Sunglasses,Fashion,8,30,240,186,2024-02-13 06:30:31,West
354,4004,Sneakers,Fashion,2,50,100,156,2023-07-30 06:30:31,West
355,3003,Headphones,Electronics,4,100,400,185,2023-10-23 06:30:31,South
